index,ID,Region,Main Source of Income,Agricultural Household indicator,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Walls,House Floor Area,House Age,Number of bedrooms,Electricity,Total Household Income,Total Food Expenditure,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle
22632,1937,I,Wage/Salaries,0.0,Female,57.0,Married,,Single Family,5.0,0.0,0.0,2.0,Single house,Strong,52.0,35.0,1.0,1.0,262882.0,78536.0,22614.0,20546.0,11675.0,4840.0,1090.0,1949.0,10310.0,0.0,0.0,1800.0,33078.0,15000.0,1128.0,4899.0,2352.0,,7668.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
8520,2163,D,Other sources of Income,0.0,Female,60.0,Divorced/Separated,Self-employed wihout any employee,Extended Family,4.0,0.0,1.0,0.0,Single house,Strong,48.0,8.0,3.0,1.0,262851.0,63071.0,15327.0,9503.0,14195.0,6124.0,1706.0,4210.0,955.0,500.0,2080.0,1910.0,45906.0,,,204.0,960.0,329.0,3906.0,500.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
12033,956,F,Other sources of Income,0.0,Female,69.0,Widowed,,Extended Family,7.0,0.0,3.0,1.0,Single house,Strong,36.0,,3.0,1.0,262850.0,105049.0,28405.0,21032.0,6343.0,4624.0,1877.0,6711.0,15594.0,0.0,234.0,2495.0,52086.0,21000.0,,4986.0,1938.0,450.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0
18663,2130,H,Other sources of Income,0.0,Male,38.0,Married,Worked for private household,Single Family,2.0,0.0,1.0,2.0,Single house,Strong,,2.0,2.0,1.0,262835.0,83713.0,19076.0,13364.0,,4990.0,410.0,1409.0,18280.0,90.0,0.0,3940.0,19848.0,9000.0,980.0,15018.0,1140.0,640.0,6096.0,4500.0,0.0,15480.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
15135,821,G,Other sources of Income,0.0,Male,68.0,Married,,Single Family,3.0,0.0,0.0,0.0,Single house,Strong,36.0,8.0,3.0,1.0,262825.0,96026.0,20629.0,9300.0,6343.0,12820.0,2466.0,4072.0,4740.0,0.0,0.0,,38010.0,27000.0,,5808.0,3378.0,0.0,12270.0,,0.0,11636.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,0.0,
19040,2507,H,Wage/Salaries,0.0,Male,70.0,Married,Worked for private establishment,Extended Family,5.0,0.0,1.0,3.0,Single house,Strong,70.0,15.0,3.0,1.0,262825.0,79345.0,16033.0,10885.0,16360.0,14960.0,1645.0,6350.0,6280.0,520.0,1560.0,4510.0,34920.0,18000.0,710.0,,2862.0,0.0,14172.0,1000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0
13370,2293,F,Wage/Salaries,0.0,Male,41.0,Married,Worked for private establishment,Extended Family,5.0,0.0,1.0,2.0,Duplex,Strong,40.0,16.0,3.0,1.0,262758.0,116952.0,19439.0,14690.0,13614.0,13398.0,2668.0,5753.0,,90.0,362.0,5146.0,35124.0,22200.0,3035.0,4899.0,,850.0,5766.0,1000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0
31167,1261,M,Wage/Salaries,0.0,Male,75.0,Married,,Single Family,5.0,0.0,0.0,2.0,Single house,Strong,42.0,15.0,1.0,1.0,262750.0,59382.0,20800.0,15408.0,5848.0,6298.0,1590.0,4675.0,12660.0,450.0,0.0,3665.0,26910.0,18000.0,710.0,3504.0,1614.0,0.0,13932.0,3000.0,0.0,6000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
41434,1679,Q,Enterpreneurial Activities,,Male,55.0,Married,Self-employed wihout any employee,Single Family,2.0,0.0,0.0,0.0,Single house,Strong,50.0,21.0,2.0,1.0,262716.0,67250.0,15609.0,3952.0,7647.0,11717.0,2068.0,5908.0,9205.0,1170.0,0.0,5170.0,43380.0,21000.0,710.0,7776.0,,0.0,8274.0,2180.0,0.0,,1.0,1.0,,1.0,1.0,,0.0,0.0,2.0,,,0.0,
4754,1248,C,Enterpreneurial Activities,0.0,Female,65.0,Widowed,Self-employed wihout any employee,Single Family,,,4.0,3.0,Single house,Strong,,23.0,3.0,1.0,262714.0,122884.0,,,5670.0,,2340.0,4365.0,0.0,,,1245.0,21972.0,13200.0,710.0,9000.0,702.0,1824.0,6726.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31075,1169,M,Wage/Salaries,0.0,Male,59.0,Widowed,Worked for government/government corporation,Extended Family,7.0,0.0,3.0,,Single house,Quite Strong,36.0,,3.0,1.0,262692.0,100037.0,36417.0,32852.0,9985.0,13226.0,2810.0,5110.0,18350.0,,,2650.0,44016.0,9000.0,448.0,3720.0,894.0,900.0,4908.0,2800.0,,43950.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
20002,3469,H,Other sources of Income,0.0,Female,61.0,Widowed,,Single Family,1.0,0.0,0.0,0.0,Single house,Strong,79.0,1.0,2.0,1.0,262684.0,47440.0,13689.0,5400.0,6540.0,3921.0,3354.0,3815.0,6119.0,105.0,,0.0,19848.0,,1352.0,954.0,1848.0,0.0,4410.0,1650.0,0.0,0.0,2.0,,,1.0,1.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0
37492,1108,O,Wage/Salaries,0.0,Female,52.0,Divorced/Separated,Self-employed wihout any employee,Extended Family,6.0,0.0,1.0,1.0,Single house,Strong,36.0,29.0,3.0,1.0,262674.0,111269.0,22558.5,,11869.0,14562.0,1263.0,2985.0,7450.0,0.0,,4300.0,32610.0,18000.0,,6954.0,3120.0,,11286.0,0.0,0.0,38449.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,
20230,3697,H,Enterpreneurial Activities,0.0,Male,39.0,Married,Employer in own family-operated farm or business,Single Family,5.0,0.0,3.0,0.0,Single house,Strong,80.0,15.0,1.0,1.0,262655.0,68967.0,30508.0,15808.0,,11331.0,,4072.0,14400.0,250.0,0.0,6505.0,48606.0,18000.0,710.0,1260.0,1686.0,1815.0,7560.0,110.0,0.0,,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2469,745,B,Enterpreneurial Activities,0.0,Male,67.0,Married,Self-employed wihout any employee,Extended Family,5.0,0.0,0.0,1.0,Single house,Light,40.0,11.0,3.0,1.0,262640.0,80613.0,40637.0,33040.0,13932.0,8568.0,1051.0,2629.0,2840.0,0.0,0.0,4023.0,27180.0,9000.0,,2520.0,1290.0,,9276.0,1800.0,,,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38123,490,P,Wage/Salaries,0.0,Male,42.0,Married,Worked for government/government corporation,Single Family,5.0,0.0,3.0,1.0,Single house,Strong,54.0,5.0,3.0,1.0,262624.0,89775.0,20481.0,12440.0,17384.0,6046.0,1925.0,5990.0,13575.0,300.0,0.0,2300.0,33450.0,18000.0,3024.0,3720.0,1800.0,450.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0
11419,342,F,Wage/Salaries,0.0,Male,54.0,Married,Self-employed wihout any employee,Single Family,5.0,0.0,1.0,1.0,Single house,Strong,45.0,,1.0,1.0,262600.0,108279.0,28182.0,22030.0,,7106.0,1460.0,3974.0,5500.0,0.0,1810.0,2120.0,37608.0,9000.0,20.0,4899.0,1902.0,,,,0.0,67440.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
35371,3117,N,Enterpreneurial Activities,,Male,44.0,Married,Self-employed wihout any employee,Single Family,4.0,0.0,2.0,1.0,Single house,Strong,80.0,10.0,3.0,1.0,262578.0,80467.0,12895.0,8802.0,15531.0,8773.0,3437.0,6075.0,12540.0,360.0,0.0,4390.0,,,942.0,12216.0,,1900.0,12702.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,
18028,1495,H,Wage/Salaries,0.0,Male,55.0,Married,Self-employed wihout any employee,Single Family,5.0,0.0,0.0,1.0,Single house,Strong,,35.0,1.0,1.0,262575.0,129260.0,37313.0,28635.0,,14556.0,2460.0,3465.0,5500.0,90.0,0.0,2490.0,43770.0,24000.0,1733.0,12222.0,3138.0,0.0,5766.0,0.0,0.0,11636.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
32977,723,N,Enterpreneurial Activities,,Male,30.0,Married,Self-employed wihout any employee,Extended Family,6.0,0.0,2.0,0.0,Single house,Strong,70.0,28.0,2.0,1.0,262492.0,105443.0,28740.0,17014.0,16175.0,12379.0,,4820.0,13695.0,0.0,724.0,2000.0,,,,4899.0,2856.0,680.0,11034.0,,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,,0.0,
15168,854,G,Other sources of Income,0.0,Female,34.0,Married,Self-employed wihout any employee,Single Family,4.0,0.0,3.0,0.0,Single house,Strong,56.0,7.0,2.0,1.0,262479.0,90207.0,20284.0,13380.0,13332.0,5849.0,2175.0,5939.0,,0.0,0.0,1940.0,33132.0,21600.0,449.0,8682.0,570.0,450.0,8010.0,1000.0,0.0,52365.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0
37144,760,O,Enterpreneurial Activities,0.0,Male,49.0,Married,Worked for private establishment,Extended Family,4.0,0.0,0.0,1.0,Single house,Strong,35.0,14.0,2.0,1.0,262463.0,72904.0,29119.0,19320.0,3696.0,8080.0,3360.0,6970.0,3600.0,0.0,0.0,5084.0,22350.0,12000.0,,8160.0,1692.0,0.0,6000.0,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,0.0,0.0,
12369,1292,F,Wage/Salaries,0.0,Female,53.0,Divorced/Separated,Worked for private establishment,Single Family,4.0,0.0,1.0,3.0,Single house,Strong,60.0,19.0,2.0,1.0,262405.0,105373.0,23276.0,17700.0,14580.0,7971.0,1435.0,3549.0,,360.0,,4840.0,,,710.0,,1728.0,,11664.0,4500.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,,0.0,0.0
34771,2517,N,Wage/Salaries,,Male,34.0,Married,Worked for private establishment,Extended Family,5.0,0.0,1.0,2.0,Single house,Strong,25.0,28.0,1.0,1.0,262400.0,111706.0,21040.0,18834.0,12363.0,7772.0,1845.0,2849.0,,481.0,0.0,4299.0,26052.0,12000.0,710.0,,3564.0,,5766.0,1000.0,0.0,11636.5,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,3.0,,,0.0,0.0
23470,234,J,Wage/Salaries,0.0,Male,71.0,Married,,Extended Family,6.0,,0.0,2.0,Single house,Strong,,30.0,3.0,1.0,262394.0,63681.0,26596.0,20880.0,9065.0,5782.0,1858.0,4502.0,400.0,45.0,,2764.0,19890.0,10200.0,737.0,4899.0,1140.0,450.0,5766.0,400.0,,12466.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
25384,261,K,Wage/Salaries,0.0,Male,44.0,Married,Worked for private establishment,Single Family,6.0,0.0,2.0,1.0,Single house,Quite Strong,40.0,5.0,2.0,1.0,262357.0,99604.0,21757.0,2210.0,8902.0,10800.0,530.0,5766.0,,90.0,,2291.0,18996.0,7800.0,1310.0,7680.0,720.0,,7518.0,0.0,0.0,1731.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18944,2411,H,Wage/Salaries,0.0,Male,39.0,Married,Worked for private establishment,Extended Family,5.0,0.0,0.0,2.0,Single house,Strong,40.0,15.0,,,262354.0,115979.0,27650.0,20938.0,14213.0,12546.0,3660.0,7070.0,,1120.0,2070.0,1790.0,22248.0,15000.0,120.0,7698.0,2808.0,,10980.0,0.0,0.0,11636.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6663,306,D,Enterpreneurial Activities,0.0,Male,53.0,Married,Self-employed wihout any employee,Extended Family,7.0,0.0,3.0,0.0,Single house,Strong,35.0,17.0,1.0,1.0,262330.0,85326.0,31702.0,24449.0,16168.0,6639.0,3320.0,4044.0,5781.0,90.0,,2918.0,26298.0,18000.0,710.0,900.0,1140.0,2090.0,6360.0,2000.0,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
14090,3013,F,Wage/Salaries,0.0,Male,61.0,Married,Worked for government/government corporation,Single Family,6.0,0.0,1.0,2.0,Single house,Quite Strong,60.0,26.0,3.0,1.0,262320.0,,33944.0,13756.0,,,,,2064.0,,,2300.0,53142.0,9000.0,710.0,4899.0,,,,,0.0,24049.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
22252,1557,I,Wage/Salaries,0.0,Male,55.0,Married,Worked for private establishment,Single Family,5.0,0.0,0.0,2.0,Single house,Strong,36.0,35.0,3.0,1.0,262320.0,127786.0,36429.0,22270.0,,11709.0,1620.0,4970.0,5500.0,1040.0,,4860.0,53580.0,24000.0,101.0,15300.0,2742.0,0.0,14268.0,3500.0,0.0,0.0,2.0,1.0,,1.0,1.0,,0.0,0.0,4.0,,0.0,0.0,0.0
36407,23,O,Wage/Salaries,0.0,Female,55.0,Widowed,Worked for private establishment,Single Family,4.0,0.0,0.0,2.0,Single house,Strong,29.0,26.0,2.0,1.0,262310.0,70070.0,26262.0,19402.0,7934.0,8080.0,1620.0,2595.0,780.0,510.0,,1045.0,14928.0,9000.0,710.0,4860.0,672.0,0.0,3918.0,1000.0,0.0,11636.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
3587,81,C,Enterpreneurial Activities,0.0,Male,42.0,Married,Self-employed wihout any employee,Single Family,8.0,0.0,,0.0,Single house,Light,20.0,16.0,2.0,1.0,262269.0,137588.0,40830.0,15900.0,6343.0,,2800.0,,15500.0,,0.0,,26328.0,18000.0,1335.0,4899.0,2580.0,,7368.0,2500.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
30527,621,M,Other sources of Income,0.0,Male,42.0,Married,Employer in own family-operated farm or business,Extended Family,8.0,0.0,2.0,0.0,Single house,Strong,50.0,30.0,3.0,1.0,262250.0,127884.0,29237.0,21600.0,12850.0,8080.0,1624.0,,,,0.0,5420.0,49800.0,9000.0,710.0,9678.0,1140.0,466.0,11772.0,,,75250.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,
14762,448,G,Other sources of Income,0.0,Male,46.0,Married,Self-employed wihout any employee,Single Family,8.0,0.0,,1.0,Single house,Strong,48.0,15.0,2.0,1.0,262246.0,94721.0,39104.0,,7150.0,12152.0,2555.0,7615.0,17160.0,,0.0,3400.0,19848.0,7200.0,280.0,5484.0,2238.0,450.0,4218.0,4000.0,,60039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
20843,148,I,Other sources of Income,0.0,Female,37.0,Married,,Single Family,3.0,0.0,2.0,0.0,Single house,Strong,,9.0,,1.0,262235.0,99087.0,19812.0,14562.0,6343.0,8400.0,2640.0,3640.0,10440.0,440.0,0.0,2300.0,19848.0,27000.0,,,1140.0,1464.0,5766.0,,0.0,0.0,2.0,1.0,0.0,1.0,1.0,,,0.0,1.0,,,0.0,
25532,409,K,Wage/Salaries,0.0,Male,43.0,Married,Worked for private establishment,Single Family,3.0,0.0,1.0,2.0,Single house,Strong,33.0,3.0,2.0,1.0,262223.0,74142.0,27851.0,27305.0,13620.0,9353.0,630.0,4285.0,6220.0,,0.0,2339.0,21564.0,7800.0,1894.0,7800.0,2982.0,,12330.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31353,1447,M,Wage/Salaries,0.0,Male,47.0,Married,Worked for private establishment,Single Family,,,4.0,4.0,Single house,Strong,45.0,23.0,2.0,1.0,262220.0,101656.0,35565.0,30418.0,7138.0,10386.0,1115.0,4735.0,5500.0,1170.0,0.0,915.0,20544.0,9000.0,570.0,10242.0,1518.0,300.0,6240.0,0.0,0.0,11636.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
5630,2124,C,Enterpreneurial Activities,0.0,Male,59.0,Married,Worked for private establishment,Extended Family,4.0,0.0,2.0,2.0,Single house,Strong,68.0,26.0,2.0,1.0,262214.0,118906.0,34975.0,26486.0,4724.0,11491.0,2127.0,3402.0,,0.0,0.0,4145.0,27024.0,15000.0,3382.0,14460.0,1140.0,450.0,12762.0,5000.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
9102,273,E,Wage/Salaries,0.0,Male,43.0,Married,Worked for government/government corporation,Single Family,,0.0,,1.0,Single house,Strong,70.0,25.0,2.0,1.0,262201.0,114895.0,,,5630.0,12090.0,3308.0,5741.0,10610.0,0.0,0.0,4240.0,17580.0,9000.0,0.0,3030.0,2040.0,,6408.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37806,173,P,Wage/Salaries,0.0,Male,57.0,Divorced/Separated,Worked for government/government corporation,Single Family,4.0,0.0,3.0,1.0,Single house,Strong,16.0,16.0,,1.0,262167.0,71434.0,23401.0,19900.0,9636.0,11583.0,1340.0,3515.0,5500.0,0.0,180.0,5365.0,35580.0,15000.0,592.0,,3660.0,,5766.0,500.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,,,0.0,
38682,1049,P,Other sources of Income,0.0,Male,52.0,Married,Self-employed wihout any employee,Extended Family,7.0,0.0,2.0,1.0,Single house,Light,45.0,28.0,1.0,1.0,262140.0,96113.0,34593.0,30024.0,4784.0,11945.0,3090.0,2762.0,22350.0,90.0,,4913.0,13428.0,7800.0,710.0,4899.0,2298.0,,11916.0,2700.0,0.0,11636.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0
12673,1596,F,Wage/Salaries,0.0,Male,47.0,Married,Worked for private establishment,Single Family,6.0,0.0,2.0,3.0,Single house,Strong,,6.0,2.0,1.0,262119.0,126638.0,37659.0,27620.0,11311.0,11291.0,1525.0,,5500.0,0.0,0.0,5925.0,24540.0,12000.0,624.0,,2016.0,1360.0,8328.0,1500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
9536,707,E,Enterpreneurial Activities,0.0,Male,46.0,Married,Self-employed wihout any employee,Single Family,4.0,0.0,1.0,0.0,Single house,Strong,36.0,10.0,3.0,1.0,262100.0,77636.0,26450.0,19980.0,1530.0,10469.0,2500.0,1934.0,16260.0,0.0,,5750.0,25260.0,15000.0,400.0,4176.0,3126.0,1800.0,8292.0,3500.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
18230,1697,H,Wage/Salaries,0.0,Male,54.0,Divorced/Separated,Worked for private establishment,Single Family,3.0,0.0,0.0,3.0,Duplex,Strong,50.0,25.0,2.0,1.0,262090.0,110880.0,21474.0,13468.0,15848.0,9488.0,1880.0,2546.0,,,0.0,2750.0,19848.0,9000.0,2817.0,4899.0,1326.0,0.0,5766.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
14191,3114,F,Wage/Salaries,0.0,Male,58.0,Married,Worked for government/government corporation,Extended Family,5.0,0.0,0.0,4.0,Single house,Strong,36.0,,2.0,1.0,262018.0,106021.0,27815.0,10885.0,12180.0,,,,4485.0,90.0,,,29610.0,18000.0,2930.0,14010.0,,,14148.0,3000.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
27700,131,L,Wage/Salaries,0.0,Male,43.0,Married,Worked for private establishment,Single Family,5.0,0.0,2.0,1.0,Single house,Quite Strong,28.0,14.0,1.0,1.0,261951.0,62887.0,29452.0,22099.0,3524.0,8971.0,2360.0,1049.0,5440.0,210.0,1448.0,620.0,10380.0,3600.0,1262.0,660.0,672.0,450.0,11244.0,0.0,0.0,12286.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3732,226,C,Other sources of Income,0.0,Female,61.0,Widowed,Self-employed wihout any employee,Extended Family,3.0,0.0,1.0,1.0,Single house,Strong,24.0,0.0,,1.0,261922.0,47034.0,18359.0,15820.0,3122.0,4388.0,,3210.0,1950.0,0.0,0.0,2625.0,13338.0,9000.0,1606.0,9690.0,780.0,1650.0,5352.0,1000.0,0.0,74049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
22248,1553,I,Wage/Salaries,0.0,Male,50.0,Married,Worked for private establishment,Extended Family,8.0,0.0,3.0,4.0,Single house,Very Light,,16.0,1.0,1.0,261870.0,111961.0,41745.0,7371.0,7450.0,8080.0,1540.0,4085.0,19180.0,90.0,0.0,1430.0,19050.0,10800.0,710.0,12438.0,1560.0,750.0,7770.0,1300.0,0.0,40690.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
31247,1341,M,Other sources of Income,0.0,Male,64.0,Married,Self-employed wihout any employee,Extended Family,4.0,0.0,2.0,0.0,Single house,Strong,60.0,5.0,2.0,1.0,261847.0,96011.0,20945.0,13853.0,13430.0,11251.0,1688.0,7795.0,21800.0,90.0,,,52818.0,9000.0,450.0,11010.0,,,13128.0,3000.0,,80222.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
38037,404,P,Enterpreneurial Activities,0.0,Male,73.0,Married,,Single Family,5.0,0.0,1.0,1.0,Single house,Strong,,35.0,,1.0,261846.0,82099.0,39145.0,,4130.0,15230.0,2365.0,5965.0,0.0,720.0,,280.0,19848.0,9000.0,,414.0,2040.0,0.0,1872.0,1110.0,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
9215,386,E,Wage/Salaries,0.0,Male,26.0,Married,Worked for government/government corporation,Single Family,4.0,0.0,1.0,1.0,Duplex,Strong,,,3.0,,261820.0,93558.0,20742.0,14400.0,3862.0,8858.0,,7930.0,10235.0,0.0,,2300.0,17520.0,6000.0,345.0,4899.0,,1750.0,,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0
30645,739,M,Other sources of Income,0.0,Male,72.0,Married,,Single Family,2.0,0.0,0.0,0.0,Single house,Strong,,29.0,2.0,1.0,261809.0,72890.0,21105.0,13240.0,16637.0,11555.0,2808.0,5920.0,600.0,252.0,0.0,2120.0,19848.0,,,6138.0,,0.0,4818.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,
32861,607,N,Other sources of Income,,Female,53.0,Widowed,Self-employed wihout any employee,Extended Family,7.0,0.0,2.0,1.0,Multi-unit residential,Strong,24.0,26.0,1.0,1.0,261800.0,123188.0,30981.0,20944.0,10503.0,12211.0,1620.0,4925.0,5500.0,0.0,0.0,5405.0,19848.0,,710.0,6222.0,1248.0,,5766.0,3000.0,0.0,59640.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
476,477,A,Wage/Salaries,0.0,Male,34.0,Married,Worked for private establishment,Single Family,4.0,0.0,3.0,2.0,Multi-unit residential,Strong,,15.0,2.0,1.0,261785.0,110681.0,32555.0,21900.0,8218.0,7694.0,,,16530.0,960.0,1358.0,,38520.0,21000.0,510.0,10590.0,1140.0,2450.0,12522.0,2000.0,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0
7955,1598,D,Other sources of Income,0.0,Male,55.0,Married,Worked for private establishment,Extended Family,3.0,0.0,0.0,1.0,Single house,Strong,,,,1.0,261782.0,95169.0,20132.0,14074.0,,8080.0,2802.0,8063.0,11800.0,0.0,0.0,5845.0,40200.0,22800.0,710.0,3858.0,1956.0,,9066.0,,0.0,16400.0,1.0,1.0,,1.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0
17293,760,H,Wage/Salaries,0.0,Male,62.0,Married,Worked for private establishment,Extended Family,4.0,0.0,0.0,2.0,Single house,Strong,15.0,15.0,3.0,1.0,261750.0,87496.0,21568.0,17160.0,5680.0,4104.0,1450.0,2750.0,,0.0,0.0,1750.0,27720.0,21000.0,700.0,,3240.0,,5766.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
22410,1715,I,Wage/Salaries,0.0,Male,44.0,Married,Self-employed wihout any employee,Extended Family,7.0,0.0,0.0,3.0,Single house,Strong,36.0,24.0,2.0,1.0,261747.0,89612.0,20116.0,0.0,7196.0,14604.0,1185.0,4498.0,5500.0,1148.0,0.0,4690.0,36738.0,15000.0,,4899.0,768.0,,7866.0,,,19349.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,
31942,2036,M,Wage/Salaries,0.0,Male,58.0,Married,Worked for private establishment,Single Family,3.0,0.0,0.0,1.0,Single house,Strong,60.0,25.0,2.0,1.0,261713.0,72213.0,16928.0,12454.0,6420.0,6483.0,,6479.0,20620.0,0.0,0.0,2300.0,33240.0,12000.0,710.0,4899.0,1140.0,,5766.0,,0.0,57388.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
21592,897,I,Wage/Salaries,0.0,Male,53.0,Married,Worked for private establishment,Single Family,2.0,0.0,0.0,1.0,Single house,Strong,48.0,17.0,2.0,1.0,261689.0,72908.0,20634.0,17376.0,8890.0,9372.0,2180.0,1925.0,14010.0,,,1614.0,50718.0,9000.0,1718.0,960.0,1140.0,0.0,5820.0,1000.0,0.0,80964.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
